,0
892,1661637913984
893,6056
894,75
895,3364
896,4088
897,24936678
898,7818749353066
899,2459029841101222485
900,1934726305
901,230079670097
902,1137
903,29089348119991257994736112048128
904,-203554224
905,249998728434266637
906,2357
907,70
908,161
909,803
910,74
911,159878425878847
912,9397685
913,7141686
914,48426946216426731755940416722216940042029155625849753533402166195474237122305
915,1
916,23198726
917,8
918,3772
919,4548825193274613857646800
920,-11338214469525167
921,236
922,19757655
923,7080928
924,14011
925,8
926,1
927,3004752537725051647790
928,100000000000004381
929,2329156499421828313498781520
930,947
931,2015993900450
932,1416135670291723758792082
933,91238
934,3
935,3428
936,-564761272710902075156873847
937,252510252437
938,88
939,876
940,64
941,46622
942,3499999999999
943,505729048454449651
944,89009515484
945,8922480
946,262127985893787992511696
947,22539777113
948,246108555
949,2867736141204451650414
950,1391739384
951,169
952,8
953,6
954,306
955,60618171122131939093397
956,479
957,2210
958,
959,0
960,7
961,139
962,58
963,30
964,7
965,216
966,8160
967,67527452467684091249
968,139583838315
969,64
970,1677300
971,4
972,729
973,10609
974,3165995361821470
975,5
976,10010003100300009
977,3104112826368
978,8
979,1424616119143714906580708999710589586791029920856
980,33688255600558540800
981,2192446490036211173903631121
982,1134225
983,1873
984,4970
985,4278159360
986,102087
987,1886039740
988,1331
989,14912064
990,219
991,477788989887774
992,153
993,326
994,173372313294822983
995,3
996,78
997,18
998,27
999,264432492900
1000,2288
1001,44
1002,8466
1003,1596751280124982805188128
1004,670182949
1005,5415
1006,1951
1007,162
1008,
1009,1263128375
1010,143981745385748627
1011,7584375260
1012,4667676104
1013,3481
1014,3041468738
1015,629427
1016,25
1017,19588
1018,7085931395
1019,2
1020,338
1021,-230888624967006
1022,954437177
1023,786
1024,229376
1025,43046721
1026,1874161
1027,8588154649
1028,24
1029,4891607723
1030,1604223576455477
1031,116
1032,97
1033,300000000542063364
1034,1
1035,2117815160357837997
1036,139022489418560903231
1037,21953
1038,7079
1039,
1040,130440740
1041,22762369531189431140
1042,844255894224907354
1043,39
1044,11
1045,176316184
1046,141
1047,193
1048,488488
1049,2132071895269376
1050,1125899906842624
1051,610305
1052,2
1053,8586
1054,1150
1055,18643152
1056,223385082959833546752000
1057,14105236549373087746555707392
1058,18
1059,1168231104479
1060,121549003554477777
1061,7699
1062,2611137796
1063,1446180063
1064,103822
1065,122
1066,44156775
1067,5
1068,7
1069,2251768811108327634
1070,28542192105057234434
1071,14624
1072,71873
1073,124647566792638712913
1074,398
1075,27322529474
1076,24148078430008534428
1077,163
1078,816
1079,104647630
1080,230
1081,298013
1082,2785
1083,416
1084,9376920
1085,320810882887
1086,10600
1087,1112345679012233433220988765433221111
1088,1024
1089,1490
1090,20104741893852
1091,72
1092,990
1093,900
1094,71
1095,8893
1096,5173324070004374358016
1097,7
1098,2373777253
1099,762
1100,-57863671042155520
1101,2143
1102,53231317191131
1103,2
1104,16
1105,522
1106,0
1107,14387
1108,6
1109,160
1110,2199023255552
1111,186913643198872746939347285190966650469716954961536584709363654945
1112,3
1113,16525390478051500325307
1114,14
1115,216
1116,30718
1117,15585
1118,1783342
1119,12411
1120,121235084565
1121,168
1122,8818161368662624534857
1123,43834
1124,82834383195213760242721
1125,469374016882387715282450
1126,17518
1127,856075
1128,10762
1129,3
1130,13
1131,7
1132,199076
1133,472004
1134,611
1135,3047597
1136,1298
1137,5708299647795484431
1138,3
1139,60696
1140,
1141,3
1142,26983
1143,178933064
1144,30
1145,4
1146,285
1147,2551
1148,168
1149,10
1150,2767
1151,154
1152,842620333202031306
1153,1605461415071822
1154,4
1155,20
1156,32522920134769
1157,41
1158,1859643383374
1159,186
1160,80
1161,1296204202723400597109
1162,93614939731600
1163,87960930222080
1164,5557
1165,6
1166,114748898336983659524
1167,1452494759045
1168,574995877
1169,117808667147917938
1170,12870
1171,1
1172,6276
1173,330086669
1174,0
1175,174
1176,5
1177,115401909362364329779895671658357933292000
1178,
1179,11
1180,33916850737339807331257
1181,131781
1182,5353347164584370368979457
1183,15423592
1184,100
1185,-1
1186,7
1187,35
1188,524382648114394663
1189,2969
1190,18313351
1191,585797585
1192,217
1193,6269469161792
1194,22459031054635514974048155933027
1195,288
1196,2528817970143
1197,1
1198,750
1199,17
1200,95899957070006
1201,1
1202,595047865009759
1203,6162414764360
1204,962111031220099495
1205,157
1206,3038060662
1207,93437
1208,75019085697452515216001640927169855488
1209,6973805
1210,7
1211,2061850
1212,782115518299
1213,793
1214,4431
1215,37913110456751
1216,34133
1217,29
1218,1788720397713
1219,36607881966437971419803962177283371311043235039690681119003888121775642151926419881
1220,4254942768
1221,3
1222,597
1223,4178466788643401
1224,1555314
1225,1
1226,3064477
1227,139
1228,49884553176689584
1229,5
1230,7635091408773606342884016584406035907659413687778608637732566
1231,20
1232,0
1233,370370370370370364
1234,62516
1235,181
1236,36
1237,45220
1238,872202510697313574048780502647781609
1239,6612456796697229
1240,1
1241,8808011192329
1242,2
1243,3672523969509460995
1244,31
1245,13
1246,2685619
1247,3603
1248,7451111547
1249,643
1250,419
1251,82369
1252,287
1253,347916420499685643072
1254,3
1255,3
1256,98919
1257,3010
1258,228765
1259,5
1260,74358276300
1261,6
1262,215414
1263,17748
1264,2690500012200
1265,9
1266,120932352
1267,25
1268,132067936000
1269,166
1270,1643312099715631960910
1271,11909
1272,2633262235838582855557285384905264898523904
1273,202231434861
1274,21159421
1275,5683
1276,43
1277,-19634136121
1278,158
1279,701
1280,58167406634979463024710
1281,1947147485751919
1282,53331321825434963232
1283,545
1284,144282137961027584
1285,145096
1286,4
1287,5
1288,378
1289,19208
1290,256
1291,192355329482117756948647936
1292,2801
1293,1
1294,2876265888493261300027370452880859375
1295,126
1296,5
1297,14
1298,991
1299,111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
1300,57
1301,68015432587509271039
1302,-403804307486446123171767495567989349951171863
1303,14585598720
1304,-183
1305,1
1306,9
1307,197
1308,41
1309,362880
1310,5279714475068333490176
1311,52341084797
1312,2868367896364283363830544991834226772439236224131
1313,1026
1314,1531980
1315,3771
1316,-68002260363248096548050
1317,13320
1318,6023
1319,1785
1320,20265
1321,122110269851089
1322,122
1323,171391059145733725
1324,108
1325,268734270298502640
1326,3581
1327,3073197872833254563603629840680
1328,2333630533
1329,4
1330,435279229771188834270330121078
1331,98758655816833727741338583040
1332,43336510897320779553450
1333,39571031999225940638473470251
1334,147220070400
1335,69791674108
1336,177765564883970415
1337,151875943167053941347552
1338,3103653858
1339,27291843
1340,8
1341,30
1342,6315124821581059445960128077000914860421689
1343,151
1344,74
1345,55096041
1346,5101
1347,21839
1348,1556646681947805
1349,1080
1350,353347861562904574509572357738975845669311200577543225891351084
1351,7
1352,63730107482
1353,102
1354,61491807
1355,1
1356,19293
1357,1073741824
1358,361807
1359,4249
1360,6397
1361,109500177006104
1362,74
1363,7603
1364,60881279
1365,157
1366,0
1367,3
1368,3430936
1369,4
1370,0
1371,107691405332
1372,368
1373,15414977576506278044562764045746176000000000
1374,49
1375,48243114745437816
1376,1
1377,2813020198533
1378,2
1379,102834732
1380,1538831
1381,21183
1382,2
1383,89815026647754
1384,64
1385,2772
1386,3870
1387,8
1388,6554224549952044992
1389,701906519
1390,4653525600
1391,82
1392,820837
1393,5
1394,80
1395,33911136
1396,18818
1397,279174
1398,37
1399,476826697849964
1400,246208690739288821726563895377926727
1401,2171
1402,7
1403,4667042866734366720
1404,99472768731785230089041
1405,256
1406,17549345518850193
1407,1406125033775057961
1408,97166262202404105
1409,77777777677777777
1410,78170
1411,1502525977613540
1412,1
1413,6876049769409525
1414,8607002252619465665736907583406214288
1415,124188113975628
1416,228946542641546494
1417,39907
1418,225851433716
1419,33732019
1420,22220602090444032
1421,151
1422,10920
1423,
1424,5368248
1425,1928081520
1426,1504
1427,230
1428,8207529469
1429,78125
1430,20325604337285010030592
1431,78078028942687784400
1432,27
1433,737373737
1434,16151
1435,14110281656038
1436,719
1437,112
1438,1502899962
1439,1.6294579238595023e+19
1440,1005192182880
1441,438
1442,205432
1443,958
1444,1360425
1445,12958109
1446,1759297
1447,22
1448,620
1449,4
1450,41032
1451,2410
1452,1270932914166
1453,1
1454,20586
1455,116
1456,593
1457,504
1458,0
1459,1
1460,501689190833405736
1461,74
1462,430950
1463,11653191042139941668276738496190656
1464,24
1465,2047581288200721764035942913
1466,-18194519582567115241599
1467,257
1468,1281
1469,21211212112112121121211211212112112121121211211212112121121121211211212112121121121211212
1470,6039454
1471,4
1472,134
1473,1.187833571799666e+19
1474,13497542814094082
1475,15017
1476,79608
1477,2939
1478,244
1479,5
1480,10871530
1481,777
1482,2
1483,370060584941821136890734642254392
1484,276
1485,4
1486,196740
1487,1983
1488,231
1489,17
1490,1014206441760046027667880
1491,2
1492,81070802180747506986681
1493,222
1494,667927
1495,9
1496,6879684
1497,2
1498,26464944348425087
1499,4
1500,178990052273558
1501,1638545943301
1502,13447
1503,62
1504,193901
1505,11238513
1506,2273
1507,239413600552185394
1508,24712
1509,1442
1510,5207
1511,3996618809905
1512,14
1513,279459103250217225077847
1514,1376
1515,105
1516,401
1517,1922741
1518,40479835337800743
1519,847288609457
1520,83076749736557242056487941267521535
1521,20007974164906320568399715106816000000
1522,286097760
1523,19735
1524,1759460094015764611132758812387283596
1525,13991569223
1526,10
1527,25967
1528,212719716805770805826310635520000000
1529,6613313319249128575
1530,133333333332
1531,4369553617090417
1532,152125131763605
1533,113936781145405
1534,9
1535,
1536,5939
1537,47524479614840048841492844972950176506255107651529
1538,1
1539,661
1540,32446832
1541,1041500427833355704666149103
1542,1
1543,24736330201891447425012347
1544,592617982969061328644755583860005865281724398591341934673920000000000000000
1545,1.37078541056368e+19
1546,116809
1547,1307544150375
1548,13440
1549,9
1550,14856765
1551,9240051240
1552,492470
1553,210
1554,2997875890272
1555,111447034042634
1556,119
1557,2
1558,4792275283921293214435
1559,180008344463520321
1560,86
1561,3479
1562,9302704967556000
1563,5425943
1564,4
1565,3
1566,241080
1567,10485230
1568,5931586453426512
1569,58008700424
1570,66
1571,52736906771
1572,7
1573,5036549490009
1574,8417
1575,1177
1576,124172412194974480096912519039
1577,8
1578,224800145555521536000
1579,72999937
1580,12441600000
1581,799652347582827921456558772
1582,13580
1583,12090
1584,2913910
1585,4
1586,-1143
1587,501930
1588,39363517125888222983
1589,3795093
1590,1
1591,389141943
1592,25430
1593,116355015072768773
1594,1744036023952329892
1595,17402551365
1596,3221225472
1597,2660727794475865450
1598,2440423132000000
1599,10937
1600,1552223
1601,255864364648200
1602,9255630520211089605086
1603,2775
1604,2
1605,194468499
1606,21090365684
1607,-2261534088991670272000000
1608,510573991860
1609,123191992504
1610,4
1611,173238487743952
1612,9
1613,1
1614,3957993128
1615,45
1616,67393
1617,113
1618,79543
1619,868
1620,-54666868678671
1621,381
1622,85064487085440
1623,-12033565
1624,-87803882
1625,156
1626,317
1627,1725903936
1628,79030557433744270179981372
1629,373205366478956820
1630,3628653641
1631,-9968
1632,
1633,86
1634,-1
1635,1408257777387
1636,8
1637,1
1638,1459411661
1639,91125
1640,851054535
1641,1048608
1642,889
1643,832572138044715293306980480
1644,635
1645,201539
1646,277987
1647,36176
1648,15
1649,669
1650,72780
1651,6928
1652,2
1653,-540704478247409702156924715008
1654,181443
1655,25
1656,1
1657,24798096221913
1658,75816909660597
1659,8
1660,311564263211711799931199
1661,16777216
1662,3
1663,304230022508786944
1664,15
1665,4
1666,285112312553286091
1667,300793711
1668,231973
1669,10000000100000000
1670,17055399281284
1671,6435
1672,1183289542815
1673,129023
1674,45
1675,2
1676,390369
1677,565
1678,5
1679,17231414395464984
1680,1781390379962467540641375
1681,12569363
1682,180104094403216220160
1683,1
1684,1122
1685,29
1686,95367431640624
1687,22472785106426
1688,86249
1689,22806739654454
1690,0
1691,73
1692,5279714475068333490176
1693,6168942
1694,160554
1695,1227
1696,1329979704459614208000
1697,106
1698,1
1699,462
1700,136944081500
1701,7
1702,489461970523681
1703,1550
1704,35853293611333010079
1705,1029157
1706,794
1707,21407414058747
1708,100001
1709,4110
1710,6
1711,254
1712,1
1713,370
1714,2591102042
1715,1
1716,287
1717,5026
1718,38
1719,1
1720,180
1721,53833201737
1722,212
1723,263732
1724,23514119454
1725,1585528821898619598000
1726,1
1727,11593
1728,4
1729,74
1730,3
1731,1090916660
1732,5
1733,18113
1734,394
1735,3
1736,6422927569141882324218750
1737,45435424
1738,30440
1739,23783
1740,2
1741,4
1742,116
1743,264
1744,8192
1745,125
1746,270878300837545724
1747,32
1748,1
1749,-466875
1750,94098427741015878
1751,2
1752,72108867616596
1753,1367
1754,271
1755,3
1756,41
1757,8
1758,29777955266353819376062089428817722
1759,24982715242286897029686383
1760,256
1761,452104928
1762,3114
1763,552
1764,
1765,2796
1766,97
1767,276
1768,274
1769,2599
1770,3262622
1771,26015236
1772,448
1773,6
1774,151826654264588919
1775,9
1776,4
1777,681069
1778,589
1779,13
1780,83
1781,2
1782,3064701
1783,774
1784,893340453575999346503940
1785,191605833481050984
1786,2550
1787,147909303669340763210833833705995
1788,85
1789,2147483645
1790,41312111019876543210
1791,21067308092979783990029042241
1792,2
1793,49469281395
1794,52573842877942565273243107104095419458814459401768000
1795,12
1796,187
1797,1
1798,450164081952680853897216000000
1799,7565766894106024
1800,25717
1801,1
1802,14537516
1803,43
1804,273961129317241857069150000
1805,135
1806,2
1807,151748
1808,755
1809,7
1810,702
1811,1022
1812,344
1813,146
1814,23345
1815,0
1816,16395208634778
1817,330793632631356546
1818,8
1819,109132338349
1820,195726622880
1821,13
1822,223836
1823,0
1824,8253
1825,9027869180467
1826,29036188788
1827,30
1828,153255393906487099048546500580688904121221120
1829,61
1830,2
1831,48975680296884257
1832,2689
1833,5803356448065850202170945
1834,376881845889001869159759872
1835,107969503760905131085
1836,3
1837,253378
1838,93
1839,9.370034622516193e+18
1840,14
1841,1859305
1842,1
1843,8
1844,279
1845,57313008207960
1846,3
1847,13027308783283592
1848,4819788
1849,1216305402162613228248847610489
1850,10172
1851,10072
1852,3213658281627
1853,799092
1854,884155942
1855,10
1856,
1857,38
1858,54
1859,390146127362220
1860,894918533760
1861,2
1862,278918348891883520
1863,124840
1864,1200
1865,5
1866,1125512452864800000
1867,2287542179758700278921
1868,1
1869,1000584180267191789271991959007645
1870,6
1871,830303888083308003388388830000003
1872,1481965556616225702
1873,72
1874,29268418803762
1875,6599
1876,3
1877,1997
1878,
1879,101101110111101111
1880,363
1881,30375957967569132050957664153601
1882,76
1883,2840152418116022399
1884,-10105251059379389545852
1885,161884603662657876
1886,
1887,0
1888,150387285
1889,4633
1890,30330178368602112000
1891,236818870322157143631249408
1892,118
1893,37685
1894,4
1895,12135636123277455360000
1896,5
1897,1102556254139040688616563751190528000
1898,5669
1899,2804993559426
1900,100
1901,19
1902,448
1903,26734
1904,14533
1905,2432902009335560361
1906,2185
1907,14203
1908,8597
1909,1248959074762601252295551168
1910,290990700
1911,260623
1912,1485
1913,807547
1914,7195685911351587
1915,375762142634174553990100
1916,10815891488601655
1917,15
1918,17723617050044085
1919,2
1920,38844516111082042308571222950605600
1921,2
1922,16273
1923,1066561
1924,240
1925,-1
1926,7
1927,-845698069130473000
1928,476837158203121
1929,89896870204
1930,216
1931,188272405177875090033
1932,26336125
1933,89316331907533
1934,39732
1935,4
1936,736374
1937,7
1938,464999901
1939,1
1940,1190
1941,5462759866253102351440025387291465047015528857600000000
1942,-604413346665043743464609375
1943,
1944,9137
1945,115
1946,1371307353540074156012828
1947,1285
1948,-5527999782664718558265625
1949,367
1950,4
1951,1685645
1952,35933692027611398678865941374040400000
1953,196
1954,28722925203789102126317
1955,152
1956,-14236987086964260864
1957,2222222222222222222221
1958,562448656
1959,128067598573408
1960,1
1961,2
1962,30229
1963,2142612801
1964,2
1965,3511774
1966,111189
1967,73087059235
1968,4133
1969,20
1970,323715072
1971,84260881600
1972,31
1973,366340
1974,2743338881
1975,2806589186
1976,2208
1977,5
1978,
